age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,segment,job_change,relocation,competitor_pricing_gap,upi_frequency_drop,app_login_decay,credit_card_count,avg_monthly_balance,loan_interest_rate
26,technician,single,primary,no,142402.69,yes,no,unknown,1,sep,1929,9,67,2,failure,yes,Salaried,0,0,-0.44,0.06,0.06,3,65070.28,0.0
21,student,divorced,tertiary,no,3007.13,no,yes,cellular,22,sep,1910,4,9,5,other,no,Student,0,0,-1.69,0.26,0.55,0,1738.91,0.0
25,entrepreneur,divorced,secondary,no,580495.81,yes,yes,cellular,21,feb,533,8,290,2,unknown,yes,MSME,0,0,-1.52,0.52,0.49,2,125009.93,9.62
25,admin.,divorced,secondary,no,179465.0,yes,no,telephone,3,oct,1131,5,295,5,success,no,Salaried,0,0,-0.38,0.18,0.09,0,48134.33,0.0
34,entrepreneur,single,unknown,no,181735.97,yes,yes,cellular,2,jul,2052,4,-1,0,unknown,no,MSME,0,0,0.17,0.66,0.6,5,392362.88,9.91
48,entrepreneur,single,primary,no,285722.21,yes,yes,unknown,6,sep,1244,7,239,0,unknown,no,MSME,0,0,-1.49,0.6,0.41,1,302865.03,13.27
63,retired,married,primary,no,6301980.42,no,no,cellular,16,oct,2736,6,249,1,failure,yes,HNI,0,0,-0.88,0.03,0.18,8,7082362.59,0.0
18,student,divorced,tertiary,no,1222.09,no,yes,unknown,28,may,703,6,-1,0,unknown,no,Student,1,0,-1.76,0.62,0.67,0,1159.01,0.0
24,blue-collar,divorced,unknown,no,6317.68,no,no,cellular,21,nov,210,2,254,3,unknown,no,Jan Dhan,0,0,-0.51,0.71,0.06,0,4114.7,0.0
26,blue-collar,married,tertiary,no,9660.18,no,no,unknown,14,apr,551,9,294,4,other,no,Jan Dhan,1,0,-1.94,0.89,0.25,0,3021.04,0.0
45,management,married,secondary,no,283574.39,yes,yes,cellular,12,jun,1046,7,-1,0,unknown,yes,Salaried,0,0,-1.68,0.24,0.15,3,23942.92,0.0
24,technician,divorced,primary,no,159001.04,no,yes,cellular,15,aug,522,5,103,3,failure,yes,Salaried,0,0,-0.95,0.06,0.13,3,74076.85,0.0
24,student,divorced,tertiary,no,2722.58,no,no,cellular,29,dec,2627,6,-1,0,unknown,no,Student,0,0,-0.65,0.31,0.89,0,1409.17,0.0
28,admin.,single,tertiary,no,498186.59,yes,yes,cellular,17,dec,1910,4,201,4,success,no,Salaried,0,0,-1.76,0.35,0.44,0,73654.93,0.0
20,student,married,primary,no,248.54,no,no,unknown,2,sep,420,1,-1,0,unknown,no,Student,0,0,-1.54,0.56,0.68,0,1039.11,0.0
54,admin.,single,secondary,no,200120.03,yes,no,telephone,19,mar,2533,8,49,0,unknown,yes,Salaried,0,0,-1.36,0.38,0.28,3,69660.35,0.0
43,technician,married,unknown,no,488383.46,no,no,telephone,22,oct,1244,5,-1,0,unknown,yes,Salaried,0,0,-0.28,0.17,0.15,3,36002.64,0.0
40,technician,single,secondary,no,461694.75,yes,no,cellular,6,oct,2994,9,-1,0,unknown,yes,Salaried,0,0,-0.57,0.31,0.48,0,27447.57,0.0
50,retired,single,tertiary,no,16512497.0,no,no,cellular,8,jan,2173,9,57,5,failure,yes,HNI,0,0,-0.34,0.16,0.19,8,1868949.18,0.0
52,management,married,tertiary,no,364212.45,no,no,unknown,15,dec,1847,1,-1,0,unknown,no,Salaried,0,0,-1.84,0.05,0.28,0,62930.33,0.0
52,entrepreneur,single,unknown,no,1796538.07,no,yes,cellular,21,nov,448,3,-1,0,unknown,no,MSME,0,0,0.37,0.21,0.12,1,437249.78,8.25
58,housemaid,divorced,secondary,no,2759.7,no,no,telephone,25,nov,889,10,-1,0,unknown,yes,Jan Dhan,0,0,0.84,0.82,0.26,0,3891.7,0.0
44,admin.,divorced,unknown,no,51453.07,yes,yes,telephone,7,aug,1637,5,118,4,unknown,yes,Salaried,0,0,-0.31,0.34,0.21,3,27358.16,0.0
58,blue-collar,divorced,secondary,no,442.24,no,no,unknown,1,oct,1307,2,94,1,success,no,Jan Dhan,0,0,-1.74,0.78,0.06,0,186.9,0.0
18,student,single,unknown,no,3773.55,no,no,cellular,19,jun,2023,1,41,2,failure,no,Student,1,0,0.95,0.71,0.7,0,667.83,0.0
54,admin.,married,unknown,no,498678.12,no,yes,cellular,3,may,1626,1,-1,0,unknown,no,Salaried,0,0,-0.2,0.38,0.16,3,16198.6,0.0
59,admin.,single,primary,no,238692.04,yes,yes,cellular,12,dec,1087,2,231,4,success,yes,Salaried,0,0,-0.2,0.02,0.14,3,56895.56,0.0
45,technician,married,primary,no,441809.34,yes,yes,cellular,30,jan,488,8,93,0,unknown,no,Salaried,0,0,-1.89,0.07,0.24,2,75290.36,0.0
36,technician,divorced,unknown,no,188504.93,yes,no,unknown,28,apr,1911,3,-1,0,unknown,no,Salaried,1,0,-1.39,0.09,0.29,0,88743.39,0.0
18,blue-collar,divorced,unknown,no,9758.57,no,no,unknown,19,jan,2148,2,31,1,other,yes,Jan Dhan,0,0,0.58,0.55,0.08,0,4987.68,0.0
53,admin.,divorced,unknown,no,495172.56,yes,yes,telephone,19,may,1358,7,-1,0,unknown,yes,Salaried,0,1,-0.59,0.35,0.08,2,42847.4,0.0
28,blue-collar,married,unknown,no,9668.83,no,no,cellular,28,jul,696,8,22,5,failure,no,Jan Dhan,1,0,-1.66,0.59,0.16,0,1888.19,0.0
35,management,married,primary,no,93379.44,yes,no,cellular,26,feb,2956,1,-1,0,unknown,no,Salaried,0,0,-1.9,0.11,0.14,0,43911.38,0.0
37,blue-collar,married,primary,no,6890.44,no,no,unknown,15,nov,296,3,231,2,unknown,yes,Jan Dhan,0,0,-0.75,0.75,0.09,0,2386.68,0.0
34,management,divorced,primary,no,300794.69,yes,no,cellular,4,apr,14,2,283,5,failure,yes,Salaried,0,0,0.73,0.13,0.03,2,45610.12,0.0
20,student,single,tertiary,no,3213.88,no,no,cellular,16,mar,169,8,-1,0,unknown,no,Student,0,0,0.82,0.64,0.67,0,523.56,0.0
23,management,divorced,unknown,no,211174.72,no,no,cellular,7,nov,820,8,-1,0,unknown,yes,Salaried,0,0,-0.03,0.07,0.17,2,29312.07,0.0
47,services,married,unknown,no,2401.07,no,no,unknown,7,mar,485,2,212,4,other,yes,Jan Dhan,1,0,0.64,0.81,0.16,0,308.61,0.0
40,admin.,single,primary,no,136512.44,yes,no,unknown,8,apr,978,3,-1,0,unknown,no,Salaried,0,0,-1.68,0.14,0.18,2,53472.37,0.0
37,entrepreneur,single,secondary,no,1896798.46,yes,no,unknown,25,sep,2382,2,183,0,unknown,yes,MSME,0,0,-0.85,0.17,0.16,5,298910.14,8.56
35,management,single,unknown,no,236612.75,yes,no,unknown,31,apr,1877,2,-1,0,unknown,yes,Salaried,1,0,-0.93,0.36,0.2,2,27765.66,0.0
49,management,single,primary,no,262222.34,yes,yes,cellular,6,may,297,6,24,4,unknown,no,Salaried,0,0,-1.71,0.39,0.42,3,16948.37,0.0
46,blue-collar,divorced,unknown,no,7783.34,no,no,cellular,1,feb,2340,3,11,5,success,yes,Jan Dhan,0,0,0.61,0.86,0.27,0,3607.59,0.0
47,self-employed,divorced,primary,no,34860694.13,no,no,cellular,21,nov,2775,1,-1,0,unknown,yes,HNI,0,0,0.44,0.1,0.18,5,7592383.79,0.0
48,technician,married,primary,no,295916.24,yes,yes,unknown,30,apr,1764,5,184,4,failure,yes,Salaried,0,0,-1.88,0.15,0.26,2,54989.53,0.0
21,blue-collar,divorced,primary,no,454.29,no,no,telephone,3,nov,1598,6,-1,0,unknown,yes,Jan Dhan,0,0,0.62,0.5,0.21,0,116.82,0.0
28,technician,married,unknown,no,61826.65,yes,no,unknown,16,dec,1231,4,112,0,unknown,yes,Salaried,0,0,-1.65,0.09,0.37,2,16981.31,0.0
32,entrepreneur,divorced,tertiary,no,686361.05,yes,yes,cellular,28,sep,322,3,-1,0,unknown,yes,MSME,0,1,-0.78,0.59,0.35,2,404282.23,10.02
24,blue-collar,married,unknown,no,8932.84,no,no,unknown,1,feb,2340,6,-1,0,unknown,yes,Jan Dhan,0,0,-1.55,0.7,0.03,0,4839.72,0.0
70,management,single,primary,no,3964623.5,no,no,cellular,12,dec,1438,10,85,2,other,no,HNI,0,0,-1.19,0.06,0.0,3,4075997.38,0.0
38,management,married,primary,no,218225.22,yes,no,unknown,16,dec,2494,6,-1,0,unknown,no,Salaried,0,0,-0.49,0.19,0.47,3,50683.02,0.0
61,services,married,primary,no,3204.89,no,no,unknown,6,aug,764,4,-1,0,unknown,no,Jan Dhan,1,0,0.63,0.54,0.1,0,3795.15,0.0
64,entrepreneur,single,secondary,no,1986460.25,yes,no,cellular,14,nov,402,7,-1,0,unknown,no,MSME,0,0,-0.27,0.27,0.21,1,276175.56,10.13
42,management,married,tertiary,no,340067.69,yes,no,telephone,27,aug,107,3,219,4,other,no,Salaried,0,0,-0.89,0.15,0.14,0,24788.45,0.0
29,housemaid,single,unknown,no,297.03,no,no,cellular,18,jan,2432,8,239,4,failure,no,Jan Dhan,0,1,-0.68,0.74,0.15,0,192.35,0.0
33,admin.,divorced,unknown,no,470358.2,no,yes,cellular,19,dec,968,9,122,5,success,yes,Salaried,0,0,-0.34,0.01,0.27,0,58269.5,0.0
55,management,divorced,primary,no,422043.06,yes,no,cellular,31,may,1447,6,73,4,other,yes,Salaried,0,0,0.22,0.02,0.14,2,93798.48,0.0
31,admin.,single,primary,no,59438.91,yes,no,unknown,9,jun,135,2,48,1,other,no,Salaried,0,0,0.51,0.04,0.31,3,37555.96,0.0
25,student,married,primary,no,4228.87,no,no,unknown,12,jun,2633,10,-1,0,unknown,no,Student,0,0,-0.95,0.6,0.55,0,903.71,0.0
25,technician,married,tertiary,no,340486.77,yes,no,cellular,11,aug,2166,4,209,4,other,no,Salaried,0,0,0.67,0.17,0.35,1,60853.7,0.0
31,management,married,primary,no,91807.53,yes,no,cellular,12,nov,659,8,181,1,other,yes,Salaried,0,0,-1.25,0.14,0.47,2,82444.1,0.0
28,admin.,single,tertiary,no,85385.71,no,yes,unknown,8,oct,1769,10,-1,0,unknown,no,Salaried,0,0,-1.29,0.09,0.3,3,30829.27,0.0
45,admin.,single,secondary,no,416475.35,no,yes,cellular,3,nov,2733,2,-1,0,unknown,no,Salaried,0,0,0.93,0.16,0.06,2,32980.36,0.0
27,management,single,tertiary,no,55485.72,yes,no,cellular,13,aug,593,9,292,5,success,yes,Salaried,0,0,-0.59,0.2,0.48,3,62986.47,0.0
33,management,divorced,primary,no,465795.39,no,no,unknown,5,mar,2474,3,-1,0,unknown,yes,Salaried,0,0,-1.17,0.38,0.41,0,47116.69,0.0
23,housemaid,single,primary,no,7715.61,no,no,cellular,11,aug,2814,7,-1,0,unknown,no,Jan Dhan,0,0,0.96,0.78,0.16,0,4520.95,0.0
51,technician,divorced,primary,no,174673.02,no,no,unknown,19,oct,2929,2,-1,0,unknown,yes,Salaried,0,0,-0.03,0.09,0.02,3,72894.78,0.0
23,student,married,primary,no,2766.17,no,no,cellular,1,jun,2001,4,45,2,success,yes,Student,0,0,-1.44,0.76,0.4,0,1112.54,0.0
35,services,divorced,secondary,no,247.16,no,no,cellular,26,mar,1256,10,209,5,other,no,Jan Dhan,0,0,-1.87,0.84,0.14,0,1204.52,0.0
52,blue-collar,married,unknown,no,5480.21,no,no,cellular,11,jul,1306,10,-1,0,unknown,no,Jan Dhan,0,0,0.28,0.58,0.14,0,549.23,0.0
43,entrepreneur,divorced,tertiary,no,923448.37,no,no,unknown,13,oct,990,3,-1,0,unknown,no,MSME,0,0,-0.96,0.35,0.6,1,165000.53,9.26
58,admin.,married,tertiary,no,412868.33,no,no,cellular,4,jun,1242,1,-1,0,unknown,yes,Salaried,0,0,0.94,0.15,0.38,1,20843.8,0.0
34,services,single,secondary,no,4592.98,no,no,cellular,14,jan,2947,4,245,4,other,yes,Jan Dhan,0,0,-0.31,0.82,0.17,0,2477.66,0.0
37,entrepreneur,married,secondary,no,1714712.1,no,yes,cellular,2,jan,2893,4,221,5,unknown,yes,MSME,0,0,0.71,0.65,0.29,2,256682.14,10.32
22,student,single,primary,no,928.84,no,yes,unknown,3,aug,1429,5,-1,0,unknown,yes,Student,0,0,-1.68,0.3,0.42,0,1845.42,0.0
50,technician,married,tertiary,no,182408.39,yes,no,cellular,31,may,185,10,-1,0,unknown,yes,Salaried,0,0,0.35,0.35,0.22,3,25785.58,0.0
61,unemployed,married,unknown,no,4434.11,no,no,cellular,11,dec,2174,9,102,1,failure,no,Jan Dhan,0,0,0.86,0.72,0.04,0,3922.0,0.0
49,admin.,divorced,primary,no,456523.52,yes,no,unknown,25,jan,303,3,70,5,success,no,Salaried,0,0,-1.42,0.06,0.2,0,40469.23,0.0
26,technician,single,unknown,no,20391.01,yes,no,cellular,14,mar,1267,4,-1,0,unknown,yes,Salaried,0,0,-0.07,0.38,0.33,0,62278.17,0.0
32,housemaid,single,unknown,no,3439.25,no,no,cellular,6,oct,151,10,122,4,unknown,no,Jan Dhan,0,0,-1.72,0.7,0.24,0,3614.8,0.0
50,technician,divorced,secondary,no,412329.69,yes,no,cellular,5,aug,980,7,-1,0,unknown,no,Salaried,0,0,0.7,0.35,0.35,2,87551.94,0.0
24,technician,divorced,unknown,no,36633.7,no,yes,cellular,9,jun,982,4,-1,0,unknown,yes,Salaried,0,0,-1.75,0.08,0.11,2,64320.04,0.0
39,admin.,single,unknown,no,297337.93,yes,yes,cellular,18,sep,1133,9,25,2,failure,yes,Salaried,0,0,0.23,0.16,0.03,1,62379.18,0.0
25,technician,married,secondary,no,398063.72,no,yes,cellular,4,feb,2771,1,14,1,success,no,Salaried,0,0,0.64,0.16,0.4,3,73864.05,0.0
58,technician,married,secondary,no,232301.16,no,no,cellular,24,jan,67,4,-1,0,unknown,yes,Salaried,0,1,0.57,0.24,0.13,1,86725.13,0.0
22,housemaid,single,secondary,no,9138.73,no,no,cellular,19,dec,2098,5,269,3,success,no,Jan Dhan,0,0,0.56,0.67,0.25,0,2128.95,0.0
25,student,married,secondary,no,3199.93,no,no,cellular,23,oct,207,5,186,1,failure,yes,Student,0,0,-1.96,0.73,0.31,0,1038.74,0.0
74,self-employed,single,primary,no,30141589.75,no,no,telephone,7,oct,2240,8,238,4,unknown,yes,HNI,0,0,-0.19,0.2,0.15,7,6900009.25,0.0
25,student,married,secondary,no,3083.55,no,no,cellular,14,oct,2064,6,-1,0,unknown,no,Student,0,0,-1.92,0.44,0.73,0,1049.49,0.0
46,management,married,secondary,no,435138.27,yes,yes,unknown,15,apr,2886,1,-1,0,unknown,no,Salaried,0,0,0.85,0.39,0.03,1,34750.5,0.0
51,entrepreneur,single,primary,no,1121150.29,yes,no,cellular,23,dec,1442,1,-1,0,unknown,yes,MSME,0,0,-0.3,0.23,0.43,2,214186.01,12.95
59,blue-collar,married,unknown,no,2184.79,no,no,cellular,4,may,873,8,33,3,success,no,Jan Dhan,0,0,-1.53,0.68,0.29,0,2325.92,0.0
24,blue-collar,single,secondary,no,6124.99,yes,no,telephone,23,aug,2718,3,235,1,other,no,Jan Dhan,0,0,0.24,0.77,0.24,0,2953.08,0.0
32,unemployed,single,primary,no,9274.66,no,no,cellular,10,nov,1099,10,50,4,unknown,no,Jan Dhan,0,0,-1.41,0.7,0.18,0,4962.78,0.0
28,entrepreneur,married,primary,no,258878.95,yes,yes,cellular,3,oct,788,10,180,1,unknown,no,MSME,0,0,0.17,0.14,0.3,3,258013.99,12.65
18,student,single,unknown,no,1606.89,no,no,unknown,2,oct,1947,1,-1,0,unknown,no,Student,0,0,-1.53,0.77,0.64,0,546.35,0.0
18,blue-collar,single,secondary,no,4932.28,no,no,cellular,26,oct,385,8,289,2,other,yes,Jan Dhan,0,0,0.56,0.54,0.2,0,1142.07,0.0
27,unemployed,divorced,primary,no,7486.22,no,no,unknown,4,jun,2718,4,238,0,unknown,yes,Jan Dhan,0,0,0.73,0.82,0.03,0,1824.64,0.0
29,housemaid,single,secondary,no,4585.43,no,no,cellular,31,may,146,10,-1,0,unknown,no,Jan Dhan,0,0,-0.58,0.73,0.06,0,1029.82,0.0
60,management,married,secondary,no,447653.86,no,no,cellular,28,nov,2584,8,-1,0,unknown,no,Salaried,0,0,-1.43,0.06,0.37,2,87021.11,0.0
47,technician,married,tertiary,no,299674.72,yes,no,unknown,2,dec,2897,6,300,0,unknown,yes,Salaried,0,0,0.91,0.38,0.42,1,53628.5,0.0
53,services,married,secondary,no,4089.6,yes,no,cellular,26,aug,2371,3,68,0,unknown,yes,Jan Dhan,0,0,-0.6,0.41,0.06,0,4284.66,0.0
32,admin.,single,secondary,no,193111.89,no,yes,unknown,27,oct,2682,8,-1,0,unknown,no,Salaried,0,0,-1.51,0.11,0.48,3,17300.7,0.0
53,admin.,married,unknown,no,318725.64,yes,no,cellular,27,jul,670,10,-1,0,unknown,yes,Salaried,0,0,0.28,0.33,0.3,2,57902.64,0.0
40,entrepreneur,married,unknown,no,1852072.04,yes,yes,unknown,18,sep,2939,4,277,3,other,no,MSME,0,0,-0.13,0.36,0.51,3,166604.61,8.25
35,entrepreneur,single,secondary,no,400946.06,yes,no,cellular,18,nov,1032,3,86,5,failure,no,MSME,0,0,-1.13,0.48,0.48,5,490631.22,10.3
46,technician,married,primary,no,52735.19,no,yes,unknown,8,aug,2604,10,-1,0,unknown,no,Salaried,0,0,-0.22,0.07,0.39,3,41180.92,0.0
35,entrepreneur,divorced,tertiary,no,855712.19,no,yes,cellular,17,jul,840,5,-1,0,unknown,no,MSME,0,0,-0.6,0.45,0.47,2,282259.32,8.81
37,management,single,unknown,no,456060.47,no,yes,telephone,23,aug,2137,2,173,2,other,no,Salaried,0,0,-1.88,0.38,0.38,1,39532.5,0.0
58,management,single,secondary,no,411905.3,yes,yes,unknown,16,may,2950,3,-1,0,unknown,yes,Salaried,0,0,-0.95,0.08,0.38,2,37810.8,0.0
25,student,divorced,tertiary,no,1440.65,no,no,cellular,16,nov,725,2,-1,0,unknown,no,Student,0,0,-1.43,0.38,0.44,0,935.77,0.0
34,entrepreneur,married,primary,no,1940189.22,yes,yes,cellular,19,feb,347,10,-1,0,unknown,no,MSME,1,0,-0.39,0.47,0.25,2,169568.81,11.4
28,blue-collar,single,tertiary,no,1485.03,no,no,cellular,12,mar,1587,1,224,3,success,yes,Jan Dhan,0,0,0.11,0.5,0.29,0,1408.1,0.0
55,blue-collar,single,tertiary,no,5219.9,no,no,unknown,5,sep,180,8,-1,0,unknown,yes,Jan Dhan,0,0,-1.12,0.62,0.05,0,1717.12,0.0
23,student,married,tertiary,no,453.25,no,no,unknown,11,mar,750,8,-1,0,unknown,no,Student,0,0,0.48,0.43,0.66,0,1629.95,0.0
54,unemployed,single,primary,no,5318.44,no,no,telephone,9,jan,2414,4,-1,0,unknown,yes,Jan Dhan,0,0,-1.97,0.6,0.0,0,3129.11,0.0
48,housemaid,divorced,tertiary,no,9718.79,yes,no,cellular,8,jun,104,1,248,1,other,no,Jan Dhan,1,0,0.4,0.79,0.23,0,2717.13,0.0
22,services,single,unknown,no,7656.06,no,no,cellular,14,dec,2633,7,170,5,success,yes,Jan Dhan,0,0,0.86,0.68,0.07,0,2492.44,0.0
33,technician,married,unknown,no,448436.75,yes,no,cellular,1,sep,296,6,149,2,success,yes,Salaried,1,0,-1.22,0.3,0.13,3,78897.64,0.0
21,student,divorced,secondary,no,2560.69,no,no,cellular,7,jul,760,2,-1,0,unknown,no,Student,0,0,-0.66,0.54,0.49,0,1410.25,0.0
51,technician,married,primary,no,77813.0,no,no,cellular,24,may,1502,9,179,5,other,yes,Salaried,0,0,0.94,0.33,0.01,2,18003.75,0.0
37,technician,single,tertiary,no,333085.95,yes,no,cellular,30,mar,27,3,-1,0,unknown,no,Salaried,0,0,-0.54,0.28,0.31,0,35401.8,0.0
34,services,married,primary,no,4907.06,no,no,cellular,16,apr,2844,8,-1,0,unknown,no,Jan Dhan,1,0,-0.64,0.56,0.21,0,2498.35,0.0
59,services,married,secondary,no,2352.89,no,no,cellular,13,may,653,4,-1,0,unknown,no,Jan Dhan,0,0,-1.59,0.81,0.06,0,2038.73,0.0
45,entrepreneur,single,unknown,no,1111371.94,yes,yes,unknown,28,aug,928,8,169,5,success,yes,MSME,0,0,-1.21,0.38,0.43,1,72664.83,12.71
46,management,married,secondary,no,377267.04,no,yes,unknown,2,aug,2503,6,-1,0,unknown,yes,Salaried,0,0,-1.39,0.01,0.23,2,65834.83,0.0
30,entrepreneur,divorced,tertiary,no,905207.77,no,yes,cellular,24,aug,208,8,-1,0,unknown,no,MSME,0,0,-1.3,0.48,0.11,2,177250.67,12.51
34,entrepreneur,married,secondary,no,1685960.27,yes,yes,cellular,12,apr,2065,2,-1,0,unknown,yes,MSME,0,0,-1.17,0.43,0.36,1,263900.09,13.87
52,self-employed,married,primary,no,46574646.85,yes,no,unknown,7,sep,2176,1,126,3,failure,yes,HNI,0,0,0.03,0.17,0.11,5,3990291.23,0.0
20,student,divorced,tertiary,no,3809.13,no,no,telephone,9,feb,692,4,276,1,success,no,Student,0,0,-1.11,0.57,0.5,1,1864.13,0.0
36,services,single,tertiary,no,7452.77,no,no,cellular,29,dec,1173,3,239,1,other,yes,Jan Dhan,0,0,-1.65,0.66,0.05,0,3778.18,0.0
28,housemaid,married,tertiary,no,7814.01,no,no,cellular,3,mar,1614,9,46,2,other,no,Jan Dhan,0,0,-0.3,0.89,0.15,0,2849.79,0.0
32,admin.,single,unknown,no,183351.63,no,no,cellular,28,jul,1812,10,-1,0,unknown,no,Salaried,0,0,0.8,0.26,0.33,0,72023.5,0.0
41,services,single,tertiary,no,2775.08,no,no,cellular,23,aug,2633,5,-1,0,unknown,no,Jan Dhan,0,0,-0.56,0.86,0.08,0,4057.96,0.0
33,technician,married,primary,no,62559.79,yes,yes,unknown,20,may,1991,4,-1,0,unknown,yes,Salaried,0,0,-0.4,0.11,0.15,0,80957.13,0.0
22,student,divorced,secondary,no,1363.38,no,no,unknown,20,jul,729,7,-1,0,unknown,no,Student,0,0,-1.78,0.24,0.73,0,821.32,0.0
23,student,divorced,primary,no,2037.06,no,no,cellular,8,mar,1488,7,234,0,unknown,no,Student,0,1,-0.07,0.25,0.8,0,985.38,0.0
51,blue-collar,divorced,secondary,no,8436.79,no,no,cellular,14,aug,2264,6,240,1,failure,yes,Jan Dhan,0,0,-1.28,0.8,0.21,0,3582.57,0.0
46,management,divorced,secondary,no,407818.23,yes,no,cellular,30,jul,1154,7,285,5,other,yes,Salaried,0,0,-0.81,0.29,0.12,3,44090.19,0.0
42,admin.,single,primary,no,183176.77,no,no,cellular,8,mar,2456,8,64,1,success,no,Salaried,0,0,0.58,0.09,0.49,1,67927.91,0.0
51,admin.,single,primary,no,388833.81,yes,no,unknown,28,oct,1809,5,-1,0,unknown,no,Salaried,0,0,-0.28,0.09,0.28,1,23300.67,0.0
45,services,single,tertiary,no,9137.63,no,no,cellular,16,nov,2134,7,299,1,success,yes,Jan Dhan,0,0,-1.06,0.48,0.13,0,2175.44,0.0
22,housemaid,single,tertiary,no,2336.79,no,no,telephone,16,dec,2373,1,-1,0,unknown,no,Jan Dhan,0,0,-0.08,0.85,0.18,0,3515.48,0.0
35,admin.,married,tertiary,no,183079.73,yes,no,cellular,26,mar,2447,3,-1,0,unknown,yes,Salaried,0,0,-1.79,0.04,0.06,0,33351.11,0.0
25,student,divorced,secondary,no,748.15,no,no,cellular,17,feb,1656,4,281,5,other,no,Student,0,0,-1.36,0.56,0.61,0,846.75,0.0
25,student,divorced,primary,no,490.41,no,no,unknown,1,mar,395,5,-1,0,unknown,no,Student,0,0,0.54,0.36,0.82,0,1100.15,0.0
32,services,married,tertiary,no,7405.67,no,no,unknown,31,nov,2763,3,111,0,unknown,yes,Jan Dhan,1,0,-0.53,0.44,0.18,0,3599.83,0.0
31,entrepreneur,married,unknown,no,1677308.01,no,no,cellular,15,may,1808,1,-1,0,unknown,no,MSME,0,0,0.28,0.61,0.12,3,406630.68,12.54
41,entrepreneur,divorced,primary,no,1000615.8,yes,yes,cellular,9,sep,1867,9,-1,0,unknown,yes,MSME,0,0,0.55,0.62,0.3,5,391263.88,9.26
50,admin.,single,primary,no,91665.72,yes,no,unknown,26,may,1198,9,-1,0,unknown,no,Salaried,0,0,-1.88,0.39,0.31,2,21154.62,0.0
57,admin.,single,primary,no,13276.27,no,no,telephone,17,nov,2350,9,39,0,unknown,no,Salaried,0,0,-1.96,0.02,0.43,0,71406.53,0.0
28,entrepreneur,single,unknown,no,620744.15,yes,yes,cellular,16,jul,2688,8,-1,0,unknown,no,MSME,0,0,-1.71,0.64,0.49,5,102359.44,9.98
55,admin.,divorced,tertiary,no,323601.62,no,yes,cellular,12,dec,2408,8,291,0,unknown,yes,Salaried,0,0,-1.43,0.14,0.08,3,90802.06,0.0
19,services,divorced,unknown,no,998.59,no,no,unknown,10,nov,1415,5,-1,0,unknown,no,Jan Dhan,1,0,-1.98,0.43,0.04,0,4033.51,0.0
35,entrepreneur,divorced,tertiary,no,1824591.82,yes,no,telephone,7,oct,457,6,284,5,success,no,MSME,1,0,-1.4,0.15,0.39,1,277498.46,11.67
49,services,married,tertiary,no,8859.45,no,no,unknown,5,nov,2192,5,213,4,other,yes,Jan Dhan,0,0,-0.22,0.6,0.12,0,326.06,0.0
45,entrepreneur,married,unknown,no,360897.02,yes,yes,cellular,14,jun,2222,2,-1,0,unknown,yes,MSME,0,0,-1.34,0.46,0.4,1,442798.7,11.68
18,student,married,tertiary,no,486.71,no,no,unknown,4,mar,2487,3,-1,0,unknown,yes,Student,0,0,-1.26,0.66,0.8,0,1175.62,0.0
27,management,single,secondary,no,265523.59,no,no,cellular,15,oct,1932,5,296,4,other,yes,Salaried,0,0,-1.26,0.23,0.18,2,77825.04,0.0
56,housemaid,divorced,tertiary,no,1100.94,no,no,cellular,20,oct,2925,4,256,1,success,no,Jan Dhan,0,0,-0.98,0.54,0.13,0,2963.37,0.0
47,unemployed,divorced,tertiary,no,2662.16,no,no,unknown,21,mar,2863,9,-1,0,unknown,no,Jan Dhan,0,0,0.2,0.62,0.11,0,742.9,0.0
20,student,married,unknown,no,317.84,no,yes,unknown,29,aug,682,2,120,1,failure,yes,Student,0,0,-0.32,0.79,0.56,0,1643.37,0.0
49,housemaid,single,tertiary,no,8580.79,no,no,cellular,25,oct,2935,5,-1,0,unknown,no,Jan Dhan,0,0,-1.79,0.44,0.3,0,666.63,0.0
31,blue-collar,married,unknown,no,5636.8,no,no,cellular,26,oct,615,2,-1,0,unknown,no,Jan Dhan,0,0,-0.74,0.82,0.11,0,1918.11,0.0
44,management,divorced,secondary,no,140328.58,yes,no,cellular,11,sep,1935,6,-1,0,unknown,no,Salaried,0,0,-1.78,0.39,0.3,1,69889.59,0.0
46,management,single,tertiary,no,317907.97,no,no,cellular,3,jun,2358,8,294,2,other,yes,Salaried,0,0,-0.97,0.22,0.31,0,61006.1,0.0
48,blue-collar,married,tertiary,no,3675.81,no,no,unknown,19,nov,1054,9,242,4,other,yes,Jan Dhan,0,0,-0.26,0.6,0.01,0,4761.9,0.0
41,technician,single,tertiary,no,414688.55,no,no,cellular,29,dec,1143,1,154,4,unknown,yes,Salaried,0,0,0.19,0.2,0.1,1,27424.62,0.0
52,admin.,single,primary,no,453751.66,yes,no,cellular,5,jun,1157,2,-1,0,unknown,yes,Salaried,0,0,-0.33,0.26,0.27,0,71357.74,0.0
29,technician,married,unknown,no,105025.14,no,yes,cellular,22,jun,2306,2,-1,0,unknown,yes,Salaried,0,0,0.68,0.37,0.12,0,67641.56,0.0
21,blue-collar,married,unknown,no,3266.04,no,no,cellular,8,feb,1968,8,-1,0,unknown,no,Jan Dhan,0,0,-0.81,0.78,0.14,0,1778.62,0.0
